Item_Weight,Item_MRP,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Age,Item_Fat_Content_Regular,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
17.85,93.1436,0,1,10.027853748810719,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.5,174.8738,0,2,9.902609724931473,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10.0,146.7102,1,2,11.847545249710246,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18.1,128.0678,1,0,10.815334392684711,37,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8.85,122.5388,1,0,9.163049363202166,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11.1,36.9874,1,0,5.980034694806302,37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14.8,87.6198,1,0,10.036135785632744,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13.35,230.6352,0,2,11.502653770391252,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.8,126.002,2,0,9.994564934718133,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13.6,192.9136,1,2,10.490616193966606,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
21.35,259.9278,1,0,14.097696894820505,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12.15,126.5046,2,0,5.911422436801599,35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.42,178.1002,0,0,5.837646866932995,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.6,153.3024,0,1,10.366200059908845,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10.0,265.2226,0,1,13.469984423826544,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15.85,60.622,0,2,10.551554021122948,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,196.8794,0,2,7.373631346651583,37,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.39,143.8812,0,2,11.190618063571868,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10.195,141.5154,2,0,7.567673618718207,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9.895,117.0492,2,0,7.459287112546782,35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.895,196.3794,0,1,11.176335187460179,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12.15,151.4708,0,1,12.728600692199075,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7.905,249.0408,1,0,13.770239484201081,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9.195,106.1622,0,1,9.947896846129053,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8.365,38.0506,1,2,7.42046946590219,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
15.1,194.511,0,2,12.803589588473137,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14.5,180.0344,0,2,7.6759931191266855,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0,246.9144,1,0,11.244508796804881,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7.97,87.3514,0,1,8.089338395952133,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7.68,38.2848,1,0,6.392085141001368,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20.75,51.0692,0,2,4.476195327769176,37,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11.5,255.8356,1,0,10.510470222022155,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17.7,185.4266,0,0,4.783514204948437,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19.35,172.5738,0,1,12.768582851940831,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13.65,186.024,0,1,8.214779710151104,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.6,164.8526,0,1,10.201185241847217,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8.645,95.841,0,2,9.819272811976303,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
15.6,170.1764,0,2,11.502653770391252,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
15.85,59.222,2,0,6.812019618891301,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.25,164.7526,0,1,12.559132219996808,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7.855,189.6188,0,1,10.178114237122276,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.825,254.3698,1,2,13.30477192715904,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8.39,114.0176,0,2,10.18522600031502,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12.85,172.3422,1,2,8.404705075519022,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
21.25,89.9804,0,2,6.958189868191951,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.0,104.9622,0,1,9.125352554614794,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5.905,222.5456,0,1,13.104122215238897,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.76,101.87,0,2,9.31033250331846,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11.8,180.3344,0,2,8.83833729806791,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16.75,187.9556,1,0,12.631643853817026,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16.35,194.6136,0,2,6.757007004029523,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.35,171.3764,1,0,11.144762055175606,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15.5,177.0028,0,1,10.430521892229345,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6.055,160.992,0,1,10.720157997074335,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11.15,155.963,1,0,11.349828111005255,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.305,95.6436,0,2,7.018091927163461,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20.85,117.2808,1,2,9.012389300020475,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20.75,122.173,0,0,5.892383872599402,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.895,39.9138,1,2,7.10782561463842,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19.6,55.1614,0,1,8.752025363047876,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
19.7,57.893,0,1,6.890434687335319,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9.8,114.5492,0,1,8.542514355206608,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14.15,120.0414,0,2,6.402601345619169,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12.15,246.046,1,2,8.455799093757834,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8.75,187.4556,0,1,11.813725307730529,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9.8,149.9708,1,0,12.358195702670443,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8.75,187.8556,0,2,8.621985372968068,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13.3,151.0708,0,1,9.483967188855305,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20.5,178.5344,1,0,10.881269587774307,37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8.31,179.1028,1,2,11.945227694318376,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16.75,38.7822,2,0,7.037095051172891,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
19.75,212.0902,1,0,11.24521387746374,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
17.1,141.1838,2,0,10.128004103467086,35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.5,163.121,2,0,9.466093026308476,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.635,121.3098,0,1,10.494759680599207,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.27,225.372,0,2,7.072666640937444,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14.15,41.4138,2,0,7.462959528384449,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13.3,232.53,0,2,7.134440608421425,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.89,102.4016,0,1,10.73903710359624,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7.855,176.937,0,2,4.7203793240987295,37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20.6,121.7098,1,0,12.126916432373939,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9.1,173.2054,0,1,11.209122445888859,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.5,239.0906,1,2,13.557687042036763,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16.85,192.4478,0,1,12.751258102720024,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7.485,109.0228,0,1,10.508819060221729,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11.6,140.3154,0,1,10.522011443951204,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11.65,227.0694,1,0,8.265752070322863,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13.0,47.5034,0,1,7.076824181076314,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12.65,159.0578,0,1,9.903558144788908,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
20.25,92.512,0,0,4.798997753695656,24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.6,190.153,0,1,11.083899774485264,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.6,62.7194,0,1,7.610031115866589,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.7,95.041,0,1,7.615287269319145,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14.15,82.4276,0,2,8.255616248680541,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
19.25,52.7956,0,1,7.767512652947097,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.88,151.7682,2,0,7.322253887034906,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20.5,40.2822,0,1,7.158804332700969,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7.27,180.5976,1,0,14.805040896771992,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.5,160.292,0,2,8.858073154538797,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
19.35,224.4404,1,0,14.226126149995038,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8.89,101.7016,0,0,3.995362726044568,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.855,188.5188,1,0,7.827155257920618,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.235,116.0492,0,2,9.734252069258597,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13.5,165.4526,1,0,13.072456842464819,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6.92,60.5852,0,1,8.621985372968068,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.3,90.8172,0,1,6.585366527389302,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18.5,132.1284,0,0,5.324902902856973,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.02,154.5972,0,1,8.791047917997098,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9.195,105.1622,0,1,9.303755084441747,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12.8,105.5938,0,1,9.985271980539977,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16.6,177.6344,1,2,10.672617704253181,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
14.0,53.064,0,1,7.710185195587085,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18.6,246.3802,1,2,14.462634921850762,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16.0,226.8404,0,1,13.798299163492658,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
17.6,160.692,0,1,9.142532434969223,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
21.25,178.237,0,1,6.563164292010006,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7.235,117.5492,0,1,9.734252069258597,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
14.6,50.3692,0,1,8.024878053907964,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13.85,161.521,1,0,9.466093026308476,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13.65,197.6426,1,0,10.781234260910853,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16.0,31.29,1,0,7.693133480866867,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7.365,226.172,0,2,11.227555823667577,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18.35,223.5746,1,0,11.655424682575307,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5.465,132.5626,1,0,5.316820565522255,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18.6,99.8358,0,1,9.645445727781556,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.85,140.9154,0,1,9.316899097702628,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14.0,154.5656,2,0,10.42042728809457,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14.0,54.764,2,0,8.655898116070315,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17.85,97.0094,1,0,9.489209364606376,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5.905,222.5456,1,0,11.380777692016531,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.27,114.2518,0,2,10.602793939414525,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6.155,214.556,0,2,10.782789732733779,25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
19.5,233.4958,0,1,13.155689750174501,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15.2,216.8824,0,1,10.862962893681853,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.15,125.0046,1,0,9.384130311233484,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19.1,198.8084,1,0,13.286647889102685,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12.6,61.9194,1,0,6.879359761487913,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14.5,164.821,0,1,9.952586670302212,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16.6,173.0738,0,1,11.87741944674746,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11.8,151.4366,2,0,8.711313579484676,35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13.1,178.8318,2,0,12.012149502257815,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
17.7,115.1834,0,0,5.775018031827777,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.85,196.5794,0,0,6.763940829577218,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.3,92.6804,0,1,7.968648469811816,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11.8,81.4618,0,0,4.593542586376321,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.895,42.1112,0,2,3.082173835735657,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11.1,157.4604,0,1,11.056108821135934,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.905,153.0656,1,0,13.613472388227356,37,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11.3,198.1426,0,1,7.916278659807263,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
21.1,117.944,0,2,5.174803789098997,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5.75,112.8176,2,0,8.738080576080668,35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16.2,226.8062,1,0,12.668606161863977,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.35,100.0016,1,0,7.9717966819080575,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15.85,165.7526,0,2,7.005356166952388,37,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14.0,130.431,1,2,7.369854193243901,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
19.75,179.766,0,1,10.246965457093614,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6.525,85.0882,1,2,10.108158767973187,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10.3,103.9648,1,2,9.250740780484293,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5.78,264.7568,1,2,12.673408818474453,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11.85,164.1526,0,1,11.179909899166782,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
16.35,50.1324,1,0,6.322724677148981,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10.895,182.5976,1,0,12.927698587326333,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10.5,37.6164,0,2,6.604956261318646,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19.0,48.0718,0,2,7.925860610696551,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14.6,238.8538,1,2,13.603081511551366,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20.75,62.9194,1,0,9.930970616769118,37,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.75,232.63,1,0,13.144434340620112,37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.75,104.628,0,1,7.2739203979226925,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5.26,161.8868,0,1,11.339467694680968,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.25,140.2154,0,1,9.316899097702628,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7.145,177.937,1,0,14.05762579237529,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15.1,242.7512,0,2,12.14697754796012,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
15.5,81.5934,0,0,5.683196444702977,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.65,45.7402,1,2,7.375518231563113,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16.1,189.3846,0,1,11.694826591209138,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16.75,107.3622,0,2,5.630651535455874,37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12.85,39.7164,0,0,5.122440357282035,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9.5,32.99,0,1,4.338225631352799,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13.8,245.1802,0,1,13.354554288006993,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.78,263.7568,0,1,10.624578092938911,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
19.7,96.0726,0,1,8.53849529336289,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
14.65,161.5552,0,0,5.66929536407616,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.67,130.0626,0,0,4.318600245341567,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.11,131.2968,0,0,5.308709457971262,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13.65,260.0936,0,0,5.308709457971262,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17.2,160.6578,2,0,11.752400982753807,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6.32,40.2822,0,1,8.259963726144335,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
